Subject,Body,label
"Trần Long sent a message to the group conversation ""CS-DMZ"".","Hi Tài,  Trần Long sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS0bQQdxXsBLAFJoAIM&u=61550245542793∣=6343c37522535G37fac8857b89G6343c80e82807G0ⅇ=Af_0W0qR3Lp-ueX_E-AjQo4pHgjsn7YNXHf1GSK-1wteh8Ryfi0UIq64BDXVS-ZRKe4cpiH6hG1SZzcOynAW_O0 Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=6343c37522535G37fac8857b89G6343c80e82807G0",-1
"""Blackpool, England""",,-1
Approved Contest Submission Mail,,-1
New Contest Submission Mail,,-1
"Trần Long sent a message to the group conversation ""CS-DMZ"".","Hi Tài,  Trần Long sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS2BVY8ogKLGcWU8chU&u=61550245542793∣=63437edc410fbG37fac8857b89G63438375a13cdG0ⅇ=Af8LUsbvuvLfm-d9vBMmrPv2qr8XQlTBB8GIu1jJCbAHncvEA3VqYBFwiPWsxOQOtp-UqvVmX1XR6KABPUh1ens Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=63437edc410fbG37fac8857b89G63438375a13cdG0",-1
[PTLAB] Breaking SAML Without a Valid Response - CVE-2025-29775!,"Hi Jayce,  Kind Regards. PentesterLab team    If you want to unsubscribe, just click UNSUBSCRIBE",-1
"Phạm Trung Đức sent a message to the group conversation ""CS-DMZ"".","Hi Tài,  Phạm Trung Đức sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS1NcgVMUGlKIiab3B0&u=61550245542793∣=634331ed8ab54G37fac8857b89G63433686eae26G0ⅇ=Af83m04Q0iFZbhsKn3KscEOht7F9eSAJ-TVebsUwZOelKzKs1IE9AceGkri8S25a7cKZUkqEOY2QCuHubFzZ-0U Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=634331ed8ab54G37fac8857b89G63433686eae26G0",-1
The Portfolio that Got Me a Data Scientist Job | Matt Chapman in TDS Archive,"Stories for Jaycelati0n @jaycedang0601 (https://medium.com/@jaycedang0601?source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe) ·Become a member (https://medium.com/plans?source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe)  Today's highlights  Matt Chapman (https://medium.com/@mattchapmanmsc?source=email-01ce982f528e-1746212798726-digest.reader-7f60cf5620c9-513cc821bfe4----0-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inTDS Archive (https://medium.com/data-science?source=email-01ce982f528e-1746212798726-digest.reader-7f60cf5620c9-513cc821bfe4----0-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  The Portfolio that Got Me a Data Scientist Job Spoiler alert: It was surprisingly easy (and free) to…  11 min read 5.6K 167  Trixia Horner (https://medium.com/@trixiahorner?source=email-01ce982f528e-1746212798726-digest.reader--aceed1690c88----1-83------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  TryHackMe Hackfinity Battle: How Google Skills Cracked the OSINT Challenges Solving TryHackMe's Hackfinity OSINT Tasks with the…  6 min read 2  Alain Sondrae (https://medium.com/@meshara?source=email-01ce982f528e-1746212798726-digest.reader-33f8b2d9a328-490a6938738d----2-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inDevOps.dev (https://medium.com/devops-dev?source=email-01ce982f528e-1746212798726-digest.reader-33f8b2d9a328-490a6938738d----2-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  Raspberry Pi Home Server Setup + Remote Access What This Is and Why It's Cool  6 min read 360 11  IritT (https://medium.com/@iritt?source=email-01ce982f528e-1746212798726-digest.reader--1bbb60713255----3-98------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  How to Install Tor Browser on Kali Linux Tor Browser is a web browser that helps you keep your…  10 min read  Karthikeyan Nagaraj (https://medium.com/@cyberw1ng?source=email-01ce982f528e-1746212798726-digest.reader-f20a9840e177-9544616ec106----4-109------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inSystem Weakness (https://medium.com/system-weakness?source=email-01ce982f528e-1746212798726-digest.reader-f20a9840e177-9544616ec106----4-109------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  Advent of Cyber 2024 [ Day 1 ] Writeup with Answers | TryHackMe Walkthrough Maybe SOC-mas music, he thought, doesn't come from a…  2 min read 906 1  💡Mike Shakhomirov (https://medium.com/@mshakhomirov?source=email-01ce982f528e-1746212798726-digest.reader-7f60cf5620c9-211851a28488----5-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inTDS Archive (https://medium.com/data-science?source=email-01ce982f528e-1746212798726-digest.reader-7f60cf5620c9-211851a28488----5-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  Advanced SQL techniques for beginners On a scale from 1 to 10 how good are your data…  9 min read 1.2K 8  Zach Quinn (https://medium.com/@zachl-quinn?source=email-01ce982f528e-1746212798726-digest.reader-1c45ac921f25-f376682b4e21----6-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inPipeline: Your Data Engineering Resource (https://medium.com/pipeline-a-data-engineering-resource?source=email-01ce982f528e-1746212798726-digest.reader-1c45ac921f25-f376682b4e21----6-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  3 Data Science Projects That Got Me 12 Interviews. And 1 That Got Me in… 3 work samples that got my foot in the door, and 1…  7 min read 5.5K 145  Kiran Maan (https://medium.com/@kirantechblog?source=email-01ce982f528e-1746212798726-digest.reader-78073def27b8-e5491187bb7c----7-83------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inPython in Plain English (https://medium.com/python-in-plain-english?source=email-01ce982f528e-1746212798726-digest.reader-78073def27b8-e5491187bb7c----7-83------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  Why You Should Stop Using Loops for List Operations in Python When I started programming in Python, I used loops for…  4 min read 269 4  The Coding Diaries (https://medium.com/@thecodingdiaries?source=email-01ce982f528e-1746212798726-digest.reader-547b434e06e-b22210ba343----8-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inThe Coding Diaries (https://medium.com/the-coding-diaries?source=email-01ce982f528e-1746212798726-digest.reader-547b434e06e-b22210ba343----8-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  Why Experienced Programmers Fail Coding Interviews A friend of mine recently joined a FAANG company as an…  5 min read 11.8K 341  Matt Bentley (https://medium.com/@mattbentley_67939?source=email-01ce982f528e-1746212798726-digest.reader-5517fd7b58a6-0e57073b4be1----9-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inLevel Up Coding (https://medium.com/gitconnected?source=email-01ce982f528e-1746212798726-digest.reader-5517fd7b58a6-0e57073b4be1----9-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  My Favourite Software Architecture Patterns Exploring my most loved Software Architecture patterns…  10 min read 5.8K 165  Builescu Daniel (https://medium.com/@danielbuilescu?source=email-01ce982f528e-1746212798726-digest.reader-78073def27b8-3dfcd77a3736----10-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inPython in Plain English (https://medium.com/python-in-plain-english?source=email-01ce982f528e-1746212798726-digest.reader-78073def27b8-3dfcd77a3736----10-102------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  My Boss Laughed at Python…Then I Showed Him This And Streamlined My Data Analysis Workflow  6 min read 4.1K 61  Khushi Chouhan (https://medium.com/@khushichouhan24?source=email-01ce982f528e-1746212798726-digest.reader-35e63bb1d2ad-7f719d489c1d----11-109------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inMeetCyber (https://medium.com/meetcyber?source=email-01ce982f528e-1746212798726-digest.reader-35e63bb1d2ad-7f719d489c1d----11-109------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  Top 5 Websites to Learn Cybersecurity: Beginner's Guide Offensive, Defensive, and Purple Teaming  3 min read 77 1  Practical OSINT (https://medium.com/@practicalosint?source=email-01ce982f528e-1746212798726-digest.reader-7b722bfd1b8d-607efadea5be----12-109------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inInfoSec Write-ups (https://medium.com/bugbountywriteup?source=email-01ce982f528e-1746212798726-digest.reader-7b722bfd1b8d-607efadea5be----12-109------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  How to Automate Google Searches for Phone Numbers Investigation If Google says 'Your search did not match any…  3 min read 26 1  Arrhenius Paelongan (https://medium.com/@arrheniuspaelongan09?source=email-01ce982f528e-1746212798726-digest.reader--cbacc35a2f19----13-109------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  SQL Injection Leads to $$$ Bounty: How I Found a Critical Bug Bug hunting is a bit like treasure hunting - except…  4 min read 4 4  C. L. Beard (https://medium.com/@chesterbeard?source=email-01ce982f528e-1746212798726-digest.reader-e0f811158f51-fc7643da11f0----14-99------------------ef5564cf_c690_411c_80c9_c37095a566fe-1) inOpenSourceScribes (https://medium.com/sourcescribes?source=email-01ce982f528e-1746212798726-digest.reader-e0f811158f51-fc7643da11f0----14-99------------------ef5564cf_c690_411c_80c9_c37095a566fe-1)  9 Amazing GitHub Projects AI-powered media, automation, and robotics  6 min read 116 1  See more of what you like and less of what you don't. Control your recommendations (https://medium.com/me/missioncontrol?source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe)  Read from anywhere.  Sent by Medium (https://medium.com/?source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe) ·3500 South DuPont Highway, Suite IQ-101, Dover, DE 19901 Unsubscribe (https://medium.com/me/email-settings/01ce982f528e/6984f326bd9d?type=social&source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe)  from this type of email·Switch to the Weekly Digest (https://medium.com/me/email-settings/01ce982f528e/6984f326bd9d?type=social&preference=2&source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe) ·Careers (https://medium.com/jobs-at-medium/work-at-medium-959d1a85284e?source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe) ·Help Center (https://help.medium.com/hc/en-us?source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe) ·Privacy Policy (https://policy.medium.com/medium-privacy-policy-f03bf92035c9?source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe) ·Terms of service (https://policy.medium.com/medium-terms-of-service-9db0094a1e0f?source=email-01ce982f528e-1746212798726-digest.reader-------------------------ef5564cf_c690_411c_80c9_c37095a566fe)",-1
"Trần Long sent a message to the group conversation ""CS-DMZ"".","Hi Tài,  Trần Long sent a message in reply to a thread.  Thanks, The Facebook team    ======================================== This message was sent to jaycedang0601@gmail.com. If you don't want to receive these emails from Meta in the future, please follow the link below to unsubscribe. https://www.facebook.com/o.php?k=AS2Q0Cu_IpRplMyfuzk&u=61550245542793∣=6342f0f2fa767G37fac8857b89G6342f58c5aa39G0ⅇ=Af8R9Iz7oiQD_DWho5VHCFMAP5KFAwCqeAqo6SyndfQ1CdyA-HFmXi4ZP7sNiw6DgdyTZL7tBzp4WqNQ1eeoHrY Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025 To help keep your account secure, please don't forward this email. Follow the link below to learn more. https://www.facebook.com/email_forward_notice/?mid=6342f0f2fa767G37fac8857b89G6342f58c5aa39G0",-1
Are you the “T. Đặng” mentioned in Chemistry papers?,"Dear Tài,  The name “T. Đặng” was mentioned in a Chemistry paper uploaded to Academia.  Follow the link below to see all of your mentions:  https://www.academia.edu/keypass/emIrbWJVOWlVTllNcEh3bTFHZWlNc0E3MFhsUWZKVXpTZG5iUTQwK1hDbz0tLUgxV2daUVdNSTlwd2l6S3V5Q0JJM2c9PQ==--5e196574772eed61fd59a9ddd04e2b9d4d7f5fd1/t/vPCnk-SyGzUfh-bgoxYy/upgrade?feature=name_mentions&mentions_color=ri%3AChemistry&trigger=new-name-mentions  -----  Follow the link below to disable these notifications:  https://academia.edu/keypass/emIrbWJVOWlVTllNcEh3bTFHZWlNc0E3MFhsUWZKVXpTZG5iUTQwK1hDbz0tLUgxV2daUVdNSTlwd2l6S3V5Q0JJM2c9PQ==--5e196574772eed61fd59a9ddd04e2b9d4d7f5fd1/t/vPCnk-SyGzUfh-bgoxYy/confirm_unsubscribe/new_mentions  Academia.edu, 580 California St., Suite 400, San Francisco, CA, 94104",-1
Learn Calculus by programming in Python [Free 7-hour course],,-1
"""Guess the city""",,-1
TryHackMe just posted something that might be of interest to you,"TryHackMe shared a post: SAL1 is listed on Spark’s Security Analyst job ad! Employers are recognising real skills - not just theory. If you’ve got SAL1, companies are… LIKE PRAISE EMPATHY 342, 9 Comments   Read more: https://www.linkedin.com/comm/feed/update/urn:li:activity:7322575377439080448?origin=NETWORK_CONVERSATIONS&lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-network~post~cta~text-0-read~more&trkEmail=eml-email_network_conversations_01-network~post~cta~text-0-read~more-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUxYjU4NmNkZDk0NTlhYWI4YjZjN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5MTNmMmM2ZmY2ZThjZDNjMTIyYjZkNjYxMjg1YTg5MjlmNWZjZjM3OGFlODNiZmFjLDEsMQ%3D%3D                                            Vietnamese Security Network J.S.C - VSEC shared a post: 🌟🌟 NHIỆT LIỆT CHÀO MỪNG KỶ NIỆM 50 NĂM NGÀY GIẢI PHÓNG MIỀN NAM, THỐNG NHẤT ĐẤT NƯỚC (30/4/1975 – 30/4/2025) ✨ ❤️ Ngày 30/4/1975 đã đi vào lịch sử… LIKE 6, 2 Comments   Read more: https://www.linkedin.com/comm/feed/update/urn:li:activity:7322839589465849856?origin=NETWORK_CONVERSATIONS&lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-network~post~cta~text-0-read~more&trkEmail=eml-email_network_conversations_01-network~post~cta~text-0-read~more-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUxYjU4NmNkZDk0NTlhYWI4YjZjN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5MTNmMmM2ZmY2ZThjZDNjMTIyYjZkNjYxMjg1YTg5MjlmNWZjZjM3OGFlODNiZmFjLDEsMQ%3D%3D                                    Suggested for you                     ippsec ㅤ shared a post: Over the last two years, I've been trying to write more GoLang instead of Python, around 6 months ago it finally started clicking. The primary reason… LIKE PRAISE EMPATHY 1,282, 23 Comments Read more: https://www.linkedin.com/comm/feed/update/urn:li:activity:7314635417310425089?origin=NETWORK_CONVERSATIONS&lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-network~post~cta~text-0-read~more&trkEmail=eml-email_network_conversations_01-network~post~cta~text-0-read~more-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUxYjU4NmNkZDk0NTlhYWI4YjZjN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5MTNmMmM2ZmY2ZThjZDNjMTIyYjZkNjYxMjg1YTg5MjlmNWZjZjM3OGFlODNiZmFjLDEsMQ%3D%3D                                            Cyber Space shared a post: 🌐 ويبينار مجاني – فهم الإطار التنظيمي للأمن السيبراني لمؤسسة النقد العربي السعودي (SAMA CSF)  انضموا إلينا في جلسة ثرية تقدمها المهندسة سارة آل… LIKE 1   Read more: https://www.linkedin.com/comm/feed/update/urn:li:activity:7322595569313431552?origin=NETWORK_CONVERSATIONS&lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-network~post~cta~text-0-read~more&trkEmail=eml-email_network_conversations_01-network~post~cta~text-0-read~more-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUxYjU4NmNkZDk0NTlhYWI4YjZjN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5MTNmMmM2ZmY2ZThjZDNjMTIyYjZkNjYxMjg1YTg5MjlmNWZjZjM3OGFlODNiZmFjLDEsMQ%3D%3D                                            Threat Intelligence Lab shared a post: Want to know your work field like a proper boss?  Check this mega list of over 200 statistics and links on the following subjects:  - Cybersecurity… LIKE PRAISE 4, 1 Comment 200+ CYBERSECURITY STATISTICS 2025  Read more: https://www.linkedin.com/comm/feed/update/urn:li:activity:7323004636120944640?origin=NETWORK_CONVERSATIONS&lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-network~post~cta~text-0-read~more&trkEmail=eml-email_network_conversations_01-network~post~cta~text-0-read~more-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUxYjU4NmNkZDk0NTlhYWI4YjZjN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5MTNmMmM2ZmY2ZThjZDNjMTIyYjZkNjYxMjg1YTg5MjlmNWZjZjM3OGFlODNiZmFjLDEsMQ%3D%3D            See more on LinkedIn: https://www.linkedin.com/comm/feed/?lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-footer_promo-0-footer_see_all&trkEmail=eml-email_network_conversations_01-footer_promo-0-footer_see_all-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUxYjU4NmNkZDk0NTlhYWI4YjZjN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5MTNmMmM2ZmY2ZThjZDNjMTIyYjZkNjYxMjg1YTg5MjlmNWZjZjM3OGFlODNiZmFjLDEsMQ%3D%3D  ----------------------------------------  This email was intended for Duc Tai Dang (Web Security | Pentration Tester) Learn why we included this: https://www.linkedin.com/help/linkedin/answer/4788?lang=en&lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-SecurityHelp-0-textfooterglimmer&trkEmail=eml-email_network_conversations_01-SecurityHelp-0-textfooterglimmer-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUxYjU4NmNkZDk0NTlhYWI4YjZjN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5MTNmMmM2ZmY2ZThjZDNjMTIyYjZkNjYxMjg1YTg5MjlmNWZjZjM3OGFlODNiZmFjLDEsMQ%3D%3D You are receiving Network Conversations emails. Some content may be automatically translated based on       your settings.  Unsubscribe: https://www.linkedin.com/comm/psettings/email-unsubscribe?lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-unsubscribe-0-textfooterglimmer&trkEmail=eml-email_network_conversations_01-unsubscribe-0-textfooterglimmer-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&loid=AQGpud_nwhULUQAAAZaRRQvjVXD4LF07n9BlHfip3vTiuqYwIva9erK_6-nOkHMyKwvyjYTDDbXJgVsFwLiestnxKYLeHxQVVSUGgViEjO99k1Hr-JciTJ70CWaFJW0 Help: https://www.linkedin.com/help/linkedin/answer/67?lang=en&lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B8GvdjBupTruF9JhhSPv1ig%3D%3D&midToken=AQEMCMuQJusoZg&midSig=2ZtUOCjda05bM1&trk=eml-email_network_conversations_01-help-0-textfooterglimmer&trkEmail=eml-email_network_conversations_01-help-0-textfooterglimmer-null-i8mwdi~ma6uqf32~2t-null-null&eid=i8mwdi-ma6uqf32-2t&otpToken=MTMwNDFlZTIxYTI3Y2ZjMGJjMjgwZmViNDExYWUxYjU4NmNkZDk0NTlhYWI4YjZjN2JjZjA1NjY0OTVkNWJmMGYzZDZkN2U5MTNmMmM2ZmY2ZThjZDNjMTIyYjZkNjYxMjg1YTg5MjlmNWZjZjM3OGFlODNiZmFjLDEsMQ%3D%3D  © 2025 LinkedIn Corporation, 1zwnj000 West Maude Avenue, Sunnyvale, CA 94085. LinkedIn and the LinkedIn logo are registered trademarks of LinkedIn.",-1
